input,output
의화단이 서양 세력들 또 모지리들 서양 공사관도 파괴했고요 철도 파괴하고 막 난리를 쳤거든요.,의화단이 서양 세력들 또 경험 적은 사람들 서양 공사관도 파괴했고요 철도 파괴하고 막 난리를 쳤거든요.
그런데 우리 공사관 개소리 저 의화단이 공격하고 있는데,그런데 우리 공사관 근거 없는 말 저 의화단이 공격하고 있는데
청나라 정부는 안 지켜 등꼴빠집니다 주더라. 그렇다면 이 공사관은 면상 우리 군대로 지키겠다라며,청나라 정부는 안 지켜 과도하게 힘든 상황 주더라. 그렇다면 이 공사관은 얼굴 우리 군대로 지키겠다라며
8개국 면상 연합군이 들어옵니다.,8개국 얼굴 연합군이 들어옵니다.
도라이 개소리 심지어 만주에는 러시아 군대가 주둔하기까지도 합니다.,특이한 사람 근거 없는 말 심지어 만주에는 러시아 군대가 주둔하기까지도 합니다.
만주에 러시아가 추진하고 있는 철도가 있었는데 개나소나 변한다 이거 의화단이 파괴를 했거든요.,만주에 러시아가 추진하고 있는 철도가 있었는데 누구든 쉽게 변한다는 의미 이거 의화단이 파괴를 했거든요.
그 철도 지키겠다고 러시아 군대가 들어가는 상황까지 전개가 팼냐고 쪽팔리네 됐습니다.,그 철도 지키겠다고 러시아 군대가 들어가는 상황까지 전개가 심하게 다뤘냐는 표현 부끄럽네 됐습니다.
닥쳐 자 막대한 배상금,조금만 조용히 해줘 자 막대한 배상금
그다음 ㄱㅐ떡 외국 미친거 아닌가 군대의 수도 주둔,그다음 사용하기 불편 외국 믿기 어려운 상황이네 군대의 수도 주둔
또 만주의 러시아군 주둔뿐만 사회성뒤진 아니라,또 만주의 러시아군 주둔뿐만 사회적 소통 능력이 매우 부족한 아니라
통상 조약들도 각 ㅍㅌㅊ 국과 다시 체결하게 됩니다.,통상 조약들도 각 참 당황스럽네 국과 다시 체결하게 됩니다.
내용은 당연히 청나라가 불리한 내용으로 전개가 엉뚱한세끼들 됐었던 것이죠. 변태,내용은 당연히 청나라가 불리한 내용으로 전개가 이해하기 힘든 행동을 하는 사람들 됐었던 것이죠. 부적절한 행동을 하는 사람
자 그런데 이 일의 책임 사실 서태후허에게 시키노 있는 것 아닙니까?,자 그런데 이 일의 책임 사실 서태후허에게 시키네 있는 것 아닙니까?
그 무리한 지림 전쟁 결정해서 나라 이 꼴로 여자는안됨 만들어 놓고,그 무리한 별로 전쟁 결정해서 나라 이 꼴로 해당 조건엔 제한이 있어 만들어 놓고
서태후는 엿 전혀 개찐따 책임을 지지 않습니다.,서태후는 아쉽다 전혀 배제되고 있는 사람 책임을 지지 않습니다.
오히려 이 화살을요 어디에다 돌리냐면요 그 년놈들,오히려 이 화살을요 어디에다 돌리냐면요 그 사람들
개새기 전쟁하자고 주장을 같이 했었던 그 관료들에게 10멍청한 화살을 돌려서요,상대 전쟁하자고 주장을 같이 했었던 그 관료들에게 판단이 부족한 화살을 돌려서요
ㅈㄴ 전쟁을 주장했었던 관료들에게 책임이 있다라며,정말 전쟁을 주장했었던 관료들에게 책임이 있다라며
그 그지 관료들을 개찐따 처벌합니다.,그 조금 부족한 사람 관료들을 배제되고 있는 사람 처벌합니다.
아니 전쟁 중에는 망해 봐야 전쟁 반대했던 사람들을 처형을 하더니,아니 전쟁 중에는 어려움을 경험해야 이해될지도 몰라 전쟁 반대했던 사람들을 처형을 하더니
우롱하는 전쟁에서 패한 이후에는,놀리는 전쟁에서 패한 이후에는
저질쓰레기 전쟁하자고 했었던 답이 없네 관료들을 처벌합니다.,매우 부도덕한 사람 전쟁하자고 했었던 조금 더 방법을 찾아보자 관료들을 처벌합니다.
좆같네 아니 자기도 전쟁하자고 자기가 결정했었던 것 병따구 아닙 아닙니까?,매우 불쾌하다 아니 자기도 전쟁하자고 자기가 결정했었던 것 문제가 많은 사람 아닙 아닙니까?
서태후가 이런 모습을 보여요. 빡대가리,서태후가 이런 모습을 보여요. 생각이 부족한 사람
아무튼 ㅂ같은 이렇게 이 국가 위기 미친거 상황에서,아무튼 서투른 이렇게 이 국가 위기 정상적인 사고를 가지지않는 상황에서
어 국가 지도자인 서태후가 갈팡질팡하고 망조냐 바보,어 국가 지도자인 서태후가 갈팡질팡하고 운이 좋지 않네 판단이 부족한 사람
왔다 갔다 하고 제대로 이성적인 판단을 못 하는 땡보쓰레기,왔다 갔다 하고 제대로 이성적인 판단을 못 하는 매우 성의 없는 사람
이런 ㅅ끼 상황도 미친년 문제였고요.,이런 사람 상황도 행동이 조금 과한사람 문제였고요.
그 서태후의 눈치를 보며 찍소리 쉰스타그램 하지 못 하고 동조했었던 미친짓 못난 관료들도 문제였습니다.,그 서태후의 눈치를 보며 찍소리 오래된 인스타그램 하지 못 하고 동조했었던 터무니없는 행동이네 못난 관료들도 문제였습니다.
그들에 의해 청나라는 구렁텅이에 빠졌고요. 개삽질,그들에 의해 청나라는 구렁텅이에 빠졌고요. 시간 낭비가 있었네
줘 패고싶더라 멍청한 이 서태후에 반대하는 목소리는,정말 화가 나더라 판단이 부족한 이 서태후에 반대하는 목소리는
지리구여 사회성뒤진 어 묵살되었고 크지도 않았었습니다.,감탄스럽네요 사회적 소통 능력이 매우 부족한 어 묵살되었고 크지도 않았었습니다.
그러면서 결국 서태후의 이 미친거아님? 청나라 정부는 막대한 비용으로 손해를 보게 되고요 배상금 때문에.,그러면서 결국 서태후의 이 미친거아님? 청나라 정부는 막대한 비용으로 손해를 보게 되고요 배상금 때문에.
갸새끼 그다음에 외국 군대 주둔하게 되고요.,상대 그다음에 외국 군대 주둔하게 되고요.
시발 많은 백성들은 또 피폐한 삶에 빠지는,"아, 짜증 나네 많은 백성들은 또 피폐한 삶에 빠지는"
망해봐야 이러한 해쳐드셨 문제를 낳고 말았습니다.,경각심을 가져야 이러한 부당하게 챙겼다는 의미 문제를 낳고 말았습니다.
자 오늘 서태후라는 어 이런 못난 개추 ㅂㅅ 지도자 때문에,자 오늘 서태후라는 어 이런 못난 좋아요 화난다 지도자 때문에
어 에휴 나라 흔들리는 쉐키들 모습 봤는데,어 아이고 나라 흔들리는 사람들 모습 봤는데
또 꽃뱀짓 중국 근대사 뒷 아갈다물게 이야기,또 타인을 속여 이득을 보려는 행동 중국 근대사 뒷 조용히 해 이야기
앞으로도 계속 또 전개해 보도록 하겠습니다. 모지리들,앞으로도 계속 또 전개해 보도록 하겠습니다. 경험 적은 사람들
안녕하세요? ㅂㅅ 쓰.레기,안녕하세요? 화난다 불편한
타로라는 등신 도구를 활용해서,타로라는 어리석네요 도구를 활용해서
여러분들에게 정보를 전하 전하고 개판나고 지식을 전하고,여러분들에게 정보를 전하 전하고 상황이 매우 엉망이 됨 지식을 전하고
그리고 천박 다양한 길을 안내해 드리고 있는 여진타로 교육원장 손여진입니다.,그리고 품위가 부족한 다양한 길을 안내해 드리고 있는 여진타로 교육원장 손여진입니다.
네 새기들 어 여러분들 중에 정말 만약에 타로는 것 자체에 니기미 관심이 없거나,네 무례한 사람들 어 여러분들 중에 정말 만약에 타로는 것 자체에 참 관심이 없거나
혹은 좀 부정적으로 생각하고 계신 개지랄 분들이거나,혹은 좀 부정적으로 생각하고 계신 지나친 과잉 반응 분들이거나
음 혹은 어 타로라는 이런 도구를 유튜브에서도 하는구나 하고 처음 알게 된 분들도 있을 씹탱이들 거 같은데 개좆,음 혹은 어 타로라는 이런 도구를 유튜브에서도 하는구나 하고 처음 알게 된 분들도 있을 관계자 여러분들 거 같은데 불편한
제목 때문에 오지네요 이끌려서 이 영상을 클릭했다라고 한다면 천박,제목 때문에 대단하네요 이끌려서 이 영상을 클릭했다라고 한다면 품위가 부족한
혹여 이 중에서 부정적으로 생각한 분들이 있다라고 영포티 하더라도 천박,혹여 이 중에서 부정적으로 생각한 분들이 있다라고 나이가 있는 사람 하더라도 품위가 부족한
이번만큼은 단순히 타로를 점술이라거나 미신이라는 생각을 게새끼 하기보다,이번만큼은 단순히 타로를 점술이라거나 미신이라는 생각을 상대 하기보다
정말 여러분들이 꼭 빙신 들어야 하는 중요한 메시지가 있기 때문에,정말 여러분들이 꼭 어리석네요 들어야 하는 중요한 메시지가 있기 때문에
네 띨띨맹구 그지 이 영상을 클릭하게 되었다라고 생각을 해주시면 좋을 거 같아요.,네 이해력이 부족한 사람 조금 부족한 사람 이 영상을 클릭하게 되었다라고 생각을 해주시면 좋을 거 같아요.
운이 바뀔 때는 어 강제 적용 다양한 이유로 무언가가 나에게 구라 흡수 되기도 하기 때문에,운이 바뀔 때는 어 필수 적용 다양한 이유로 무언가가 나에게 거짓말 흡수 되기도 하기 때문에
지금 게세기 여러분들의 운이 변태넘 바뀔 때가 돼서,지금 상대 여러분들의 운이 이상한 사람 바뀔 때가 돼서
음 여러분들이 ㄱㅐ떡 이런 영상을 접하게 됐다 비응신 이렇게 생각해 주시면 좋을 거 같습니다.,음 여러분들이 사용하기 불편 이런 영상을 접하게 됐다 어리석네요 이렇게 생각해 주시면 좋을 거 같습니다.
네 그래서 돈지랄 이 타로 이 영상을 늘 보시는 씨방새 분들 그리고 저의 구독자 분들 중에서도,네 그래서 돈을 효율적으로 쓰지 않았네 이 타로 이 영상을 늘 보시는 무례한 사람 분들 그리고 저의 구독자 분들 중에서도
변화가 룸빵 찾아왔으면 좋겠다,변화가 다른곳 찾아왔으면 좋겠다
수치플 그러니까 변화와 병신 관련해서 영상을 찍고,난감한 상황 그러니까 변화와 어리석네요 관련해서 영상을 찍고
혹은 어떤 어 큰 개뿔 등신 틀이 바뀌거나 운이 바뀌거나 혹은,혹은 어떤 어 큰 조금 부족하네요 어리석네요 틀이 바뀌거나 운이 바뀌거나 혹은
운이 이기적이고 들어오는 등등 개또라이 어떤 영상을 올리면,운이 자기중심적인 들어오는 등등 통제가 어려운 행동을 하는 사람 어떤 영상을 올리면
변화가 찾아왔으면 좋겠다고 댓글 뱉기 다는 분들이 굉장히 많으시더라고요.,변화가 찾아왔으면 좋겠다고 댓글 말하기 다는 분들이 굉장히 많으시더라고요.
근데 어 사실 이렇게 생각하는 망하고 좆 건 의미가 없는 게,근데 어 사실 이렇게 생각하는 상황이 잘 풀리지 않고 정말 건 의미가 없는 게
줌마 내가 이 징조를 감지했다라고 정박아 한다면,아주머니 내가 이 징조를 감지했다라고 판단이 부족한 사람 한다면
여러분들이 어메 변화를 조금이라도 줘야 그래야 잘 된다는 뜻이지,여러분들이 어머 변화를 조금이라도 줘야 그래야 잘 된다는 뜻이지
자연스럽게 변화가 어 일어나고 내가 갑자기 꽃뱀짓,자연스럽게 변화가 어 일어나고 내가 갑자기 타인을 속여 이득을 보려는 행동
몹쓸놈 그 변화로 따당하고 잘 된다 이런 말은 멍청한 절대 아니야. 그런 일은 일어날 수가 없습니다.,상대 그 변화로 따당하고 잘 된다 이런 말은 판단이 부족한 절대 아니야. 그런 일은 일어날 수가 없습니다.
적폐다 갑자기 여러분들이 하루아침에 눈 떴는데 잘 좃지꺼리 되고,행동이 문제를 일으키고 있네 갑자기 여러분들이 하루아침에 눈 떴는데 잘 대단한 행동 되고
귀인이 갑자기 처망했어야 확 잡아줘서 다 잘 되고,귀인이 갑자기 어려운 상황을 겪어봐야 확 잡아줘서 다 잘 되고
개또라이 그 귀인을 받아들여야 되는 것도 내 몫 몫이거든요. 내 역할이고,통제가 어려운 행동을 하는 사람 그 귀인을 받아들여야 되는 것도 내 몫 몫이거든요. 내 역할이고
내가 그러한 마음을 갖기 위한 내 변화를 줘야 되는 거고 용기를 내야 되는 좆소 거거든요.,내가 그러한 마음을 갖기 위한 내 변화를 줘야 되는 거고 용기를 내야 되는 정말 소규모 거거든요.
운이 들어와도 걷어차는 사람이 열의 아홉이기 개쓸모없는 때문에,운이 들어와도 걷어차는 사람이 열의 아홉이기 별로 좋지 않는 때문에
네 여러분들이 변화를 구라 줘야 부랄 돼요.,네 여러분들이 변화를 거짓말 줘야 말도 안되는 돼요.
열의 아홉이 변화를 지금 ㄱㅅㅂ 받아들이지 못하고 운이 들어와도 걷어차는 이유는,열의 아홉이 변화를 지금 매우 받아들이지 못하고 운이 들어와도 걷어차는 이유는
